code,name,regional_name,periphery_cluster,socio_cluster,socio_cluster_local,is_eligible
326,בית יצחק-שער חפר,עמק חפר,6,8,8,False
28,מזכרת בתיה,,6,8,,False
386,בני דרור,לב השרון,7,8,8,False
208,מוצא עילית,מטה יהודה,6,7,7,False
2720,טירה,,7,5,,True
562,בית אלעזרי,ברנר,6,8,8,False
1200,מודיעין-מכבים-רעות,,7,8,,False
64,"יד רמב""ם",גזר,7,8,8,False
447,נורדייה,לב השרון,6,8,8,False
1024,חרוצים,חוף השרון,7,8,8,False
718,ירחיב,דרום השרון,7,8,8,False
842,געש,חוף השרון,7,8,8,False
184,רמת הכובש,דרום השרון,6,8,8,False
549,גנות הדר,לב השרון,7,8,8,False
70,אשדוד,,7,5,,True
784,בית נחמיה,חבל מודיעין,7,7,7,False
862,גני יוחנן,גזר,6,8,8,False
1324,ארסוף,חוף השרון,7,8,8,False
182,אבן יהודה,,7,9,,False
808,ניר אליהו,דרום השרון,7,8,8,False
618,חדיד,חבל מודיעין,7,7,7,False
735,רמות מאיר,גזר,7,8,8,False
3648,מתתיהו,מטה בנימין,6,5,5,True
418,בני ציון,חוף השרון,7,8,8,False
1304,שוהם,,7,9,,False
127,רמת רחל,מטה יהודה,7,7,7,False
232,שפיים,חוף השרון,7,8,8,False
316,כפר נטר,חוף השרון,7,8,8,False
2660,יבנה,,7,7,,False
1103,גני הדר,גזר,7,8,8,False
604,בית עריף,חבל מודיעין,7,7,7,False
355,חורשים,דרום השרון,7,8,8,False
158,נען,גזר,7,8,8,False
633,כפר ברא,,7,4,,True
582,כפר הנגיד,גן רווה,7,8,8,False
802,"גבעת כ""ח",חבל מודיעין,7,7,7,False
88,כרם בן שמן,חבל מודיעין,7,,,False
804,אחיסמך,חבל מודיעין,7,7,7,False
853,גאליה,גן רווה,7,8,8,False
673,כפר טרומן,חבל מודיעין,7,7,7,False
284,שדה ורבורג,דרום השרון,7,8,8,False
2013,בן שמן (מושב),חבל מודיעין,7,7,7,False
634,כפר קאסם,,7,4,,True
1084,בן שמן (כפר נוער),חבל מודיעין,7,7,7,False
469,קריית עקרון,,7,5,,True
627,ג'לג'וליה,,7,3,,True
2038,ברקת,חבל מודיעין,7,7,7,False
663,טירת יהודה,חבל מודיעין,7,7,7,False
1076,בית ברל,דרום השרון,7,8,8,False
7400,נתניה,,7,6,,False
863,גינתון,חבל מודיעין,7,7,7,False
717,חגור,דרום השרון,7,8,8,False
1309,אלעד,,7,2,,True
389,בצרה,חוף השרון,7,8,8,False
247,רשפון,חוף השרון,7,8,8,False
757,מצליח,גזר,7,8,8,False
147,גבעת ברנר,ברנר,7,8,8,False
610,סתרייה,גזר,7,8,8,False
2015,שדי חמד,דרום השרון,7,8,8,False
828,ישרש,גזר,7,8,8,False
606,מזור,חבל מודיעין,7,7,7,False
798,יגל,עמק לוד,7,6,6,False
177,"כפר ביל""ו",גזר,7,8,8,False
686,נווה ימין,דרום השרון,7,8,8,False
198,צופית,דרום השרון,7,8,8,False
871,עינת,דרום השרון,7,8,8,False
797,אחיעזר,עמק לוד,7,6,6,False
788,זיתן,עמק לוד,7,6,6,False
616,רינתיה,חבל מודיעין,7,7,7,False
156,עיינות,גן רווה,7,8,8,False
267,כפר שמריהו,,7,10,,False
435,נצר סרני,גזר,8,8,8,False
1336,אירוס,גן רווה,7,8,8,False
705,נחשונים,דרום השרון,7,8,8,False
858,נווה ירק,דרום השרון,7,8,8,False
841,אלישמע,דרום השרון,7,8,8,False
2640,ראש העין,,7,7,,False
7000,לוד,,7,3,,True
257,נופך,חבל מודיעין,7,7,7,False
202,בית עובד,גן רווה,7,8,8,False
311,גן שורק,גן רווה,7,8,8,False
144,גן שלמה,ברנר,7,8,8,False
239,גן חיים,דרום השרון,7,8,8,False
159,בית חנן,גן רווה,8,8,8,False
8400,רחובות,,8,7,,False
206,רמות השבים,דרום השרון,8,8,8,False
207,"גבעת ח""ן",דרום השרון,8,8,8,False
450,בארות יצחק,חבל מודיעין,8,7,7,False
174,נטעים,גן רווה,8,8,8,False
722,מגשימים,דרום השרון,8,8,8,False
6900,כפר סבא,,8,8,,False
8500,רמלה,,8,4,,True
331,ניר צבי,עמק לוד,8,6,6,False
2035,עדנים,דרום השרון,8,8,8,False
696,"כפר חב""ד",עמק לוד,8,6,6,False
448,בני עטרות,חבל מודיעין,8,7,7,False
2530,באר יעקב,,8,7,,False
8700,רעננה,,8,8,,False
594,צפרייה,עמק לוד,8,6,6,False
249,כפר סירקין,דרום השרון,8,8,8,False
870,גבעת השלושה,דרום השרון,8,8,8,False
6400,הרצלייה,,8,8,,False
9700,הוד השרון,,8,9,,False
449,נחלים,חבל מודיעין,8,7,7,False
836,גנות,עמק לוד,8,6,6,False
7200,נס ציונה,,8,8,,False
346,גליל ים,חוף השרון,8,8,8,False
801,"חמ""ד",עמק לוד,8,6,6,False
9400,יהוד-מונוסון,,8,7,,False
98,"כפר מל""ל",דרום השרון,8,8,8,False
2650,רמת השרון,,8,9,,False
218,גני עם,דרום השרון,8,8,8,False
183,ירקונה,דרום השרון,8,8,8,False
466,בית דגן,,8,7,,False
2400,אור יהודה,,8,5,,True
196,גיבתון,ברנר,7,8,8,False
587,סביון,,8,10,,False
729,משמר השבעה,עמק לוד,8,6,6,False
6200,בת ים,,9,5,,True
565,אזור,,9,7,,False
8300,ראשון לציון,,9,7,,False
229,גני תקווה,,9,9,,False
230,מעש,דרום השרון,9,8,8,False
6600,חולון,,9,7,,False
7900,פתח תקווה,,9,7,,False
2620,קריית אונו,,9,9,,False
128,גת רימון,דרום השרון,9,8,8,False
3000,ירושלים,,9,2,,True
681,גבעת שמואל,,10,8,,False
6100,בני ברק,,10,2,,True
8600,רמת גן,,10,8,,False
5000,תל אביב -יפו,,10,8,,False
6300,גבעתיים,,10,9,,False
